checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
0 - 20 DM,36,Critical Account/Other Credit Existing(Not this bank),Used Car,5800,<100,1 to 4,3,Male (Single),none,4,car or other,34,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1169,Unknown/ No Saving Ac,1 to 4,4,Male (Single),none,3,Society Saving/ Life Insurance,29,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,36,Delay in Payment in past,Used Car,8947,Unknown/ No Saving Ac,4 to 7,3,Male (Single),none,2,car or other,31,Stores,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
< 0 DM,21,Existing Credits Paid Back,Radio/TV,2606,<100,<1,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,28,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,1592,>=1000,4 to 7,3,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,35,none,Own,1,SkilledEmployee/Official,1,None,No,Good
No Checking Account,15,Existing Credits Paid Back,Furniture/Equipment,2186,Unknown/ No Saving Ac,4 to 7,1,Female (Div/Sep/Married),none,4,Real Estate,33,Bank,Rent,1,Unskilled Resident,1,None,Yes,Good
< 0 DM,18,Existing Credits Paid Back,Furniture/Equipment,4153,<100,1 to 4,2,Male (Single),co-applicant,3,car or other,42,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
< 0 DM,16,Critical Account/Other Credit Existing(Not this bank),New Car,2625,<100,>=7,2,Male (Single),guarantor,4,Society Saving/ Life Insurance,43,Bank,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Bad
No Checking Account,20,Critical Account/Other Credit Existing(Not this bank),New Car,3485,Unknown/ No Saving Ac,<1,2,Male (Div/Sep/Married),none,4,Real Estate,44,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,36,Critical Account/Other Credit Existing(Not this bank),Used Car,10477,Unknown/ No Saving Ac,>=7,2,Male (Single),none,4,Unknown/ No property,42,none,For Free,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,15,Existing Credits Paid Back,Radio/TV,1386,Unknown/ No Saving Ac,1 to 4,4,Male (Married/Widowed),none,2,Real Estate,40,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,24,Existing Credits Paid Back,Radio/TV,1278,<100,>=7,4,Male (Single),none,1,Real Estate,36,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Radio/TV,1107,<100,1 to 4,2,Male (Single),none,2,Real Estate,20,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
< 0 DM,21,Existing Credits Paid Back,New Car,3763,Unknown/ No Saving Ac,4 to 7,2,Male (Single),co-applicant,2,Real Estate,24,none,Own,1,Unskilled Resident,1,None,No,Good
0 - 20 DM,36,Existing Credits Paid Back,Education,3711,Unknown/ No Saving Ac,1 to 4,2,Male (Married/Widowed),none,2,car or other,27,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,15,Delay in Payment in past,Used Car,3594,<100,<1,1,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,46,none,Own,2,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,9,Existing Credits Paid Back,New Car,3195,Unknown/ No Saving Ac,1 to 4,1,Female (Div/Sep/Married),none,2,Real Estate,33,none,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,36,Delay in Payment in past,Radio/TV,4454,<100,1 to 4,4,Female (Div/Sep/Married),none,4,Real Estate,34,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,24,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,4736,<100,<1,2,Female (Div/Sep/Married),none,4,car or other,25,Bank,Own,1,Unskilled Resident,1,None,Yes,Bad
0 - 20 DM,30,Existing Credits Paid Back,Radio/TV,2991,Unknown/ No Saving Ac,>=7,2,Female (Div/Sep/Married),none,4,car or other,25,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,11,Existing Credits Paid Back,Business,2142,>=1000,>=7,1,Male (Div/Sep/Married),none,2,Real Estate,28,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,24,All Credits Paid (this bank),Business,3161,<100,1 to 4,4,Male (Single),none,2,Society Saving/ Life Insurance,31,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Bad
0 - 20 DM,48,No Credits taken/ All Credits Paid,others,18424,<100,1 to 4,1,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,32,Bank,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,No,Bad
No Checking Account,10,Existing Credits Paid Back,Used Car,2848,100 - 500,1 to 4,1,Male (Single),co-applicant,2,Real Estate,32,none,Own,1,SkilledEmployee/Official,2,None,Yes,Good
< 0 DM,6,Existing Credits Paid Back,New Car,14896,<100,>=7,1,Male (Single),none,4,Unknown/ No property,68,Bank,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
< 0 DM,24,Existing Credits Paid Back,Furniture/Equipment,2359,100 - 500,unemployed,1,Male (Div/Sep/Married),none,1,Society Saving/ Life Insurance,33,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
< 0 DM,24,Existing Credits Paid Back,Furniture/Equipment,3345,<100,>=7,4,Male (Single),none,2,Society Saving/ Life Insurance,39,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,1817,<100,1 to 4,4,Female (Div/Sep/Married),none,2,Unknown/ No property,28,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,48,Delay in Payment in past,Radio/TV,12749,500 - 1000,4 to 7,4,Male (Single),none,1,car or other,37,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,9,Existing Credits Paid Back,Radio/TV,1366,<100,<1,3,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,22,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,12,Existing Credits Paid Back,New Car,2002,<100,4 to 7,3,Male (Single),none,4,Society Saving/ Life Insurance,30,none,Rent,1,SkilledEmployee/Official,2,Yes,Yes,Good
< 0 DM,24,All Credits Paid (this bank),Furniture/Equipment,6872,<100,<1,2,Male (Div/Sep/Married),none,1,Society Saving/ Life Insurance,55,Bank,Own,1,SkilledEmployee/Official,1,Yes,Yes,Bad
< 0 DM,12,All Credits Paid (this bank),New Car,697,<100,<1,4,Male (Single),none,2,car or other,46,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Bad
< 0 DM,18,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,1049,<100,<1,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,21,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,48,Existing Credits Paid Back,Used Car,10297,<100,4 to 7,4,Male (Single),none,4,Unknown/ No property,39,Stores,For Free,3,SkilledEmployee/Official,2,Yes,Yes,Bad
No Checking Account,30,Existing Credits Paid Back,Radio/TV,1867,Unknown/ No Saving Ac,>=7,4,Male (Single),none,4,car or other,58,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,12,Delay in Payment in past,New Car,1344,<100,1 to 4,4,Male (Single),none,2,Real Estate,43,none,Own,2,Unskilled Resident,2,None,Yes,Good
< 0 DM,24,Existing Credits Paid Back,Furniture/Equipment,1747,<100,<1,4,Male (Single),co-applicant,1,Society Saving/ Life Insurance,24,none,Own,1,Unskilled Resident,1,None,No,Good
0 - 20 DM,9,Existing Credits Paid Back,Radio/TV,1670,<100,<1,4,Female (Div/Sep/Married),none,2,car or other,22,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Bad
No Checking Account,9,Critical Account/Other Credit Existing(Not this bank),New Car,1224,<100,1 to 4,3,Male (Single),none,1,Real Estate,30,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Radio/TV,522,500 - 1000,>=7,4,Male (Single),none,4,Society Saving/ Life Insurance,42,none,Own,2,SkilledEmployee/Official,2,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Radio/TV,1498,<100,1 to 4,4,Female (Div/Sep/Married),none,1,car or other,23,Bank,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,30,Delay in Payment in past,Radio/TV,1919,100 - 500,<1,4,Male (Single),none,3,Unknown/ No property,30,Stores,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Bad
>= 200 DM,9,Existing Credits Paid Back,Radio/TV,745,<100,1 to 4,3,Female (Div/Sep/Married),none,2,Real Estate,28,none,Own,1,Unskilled Resident,1,None,Yes,Bad
0 - 20 DM,6,Existing Credits Paid Back,Radio/TV,2063,<100,<1,4,Male (Married/Widowed),none,3,car or other,30,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
0 - 20 DM,60,Existing Credits Paid Back,Education,6288,<100,1 to 4,4,Male (Single),none,4,Unknown/ No property,42,none,For Free,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Used Car,6842,Unknown/ No Saving Ac,1 to 4,2,Male (Single),none,4,Society Saving/ Life Insurance,46,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
No Checking Account,12,Existing Credits Paid Back,New Car,3527,Unknown/ No Saving Ac,<1,2,Male (Single),none,3,Society Saving/ Life Insurance,45,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
No Checking Account,10,Existing Credits Paid Back,New Car,1546,<100,1 to 4,3,Male (Single),none,2,Real Estate,31,none,Own,1,Unskilled Resident,2,None,No,Good
No Checking Account,24,Existing Credits Paid Back,Furniture/Equipment,929,Unknown/ No Saving Ac,4 to 7,4,Male (Single),none,2,car or other,31,Stores,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,4,Critical Account/Other Credit Existing(Not this bank),New Car,1455,<100,4 to 7,2,Male (Single),none,1,Real Estate,42,none,Own,3,Unskilled Resident,2,None,Yes,Good
< 0 DM,15,Existing Credits Paid Back,Furniture/Equipment,1845,<100,<1,4,Female (Div/Sep/Married),guarantor,1,Society Saving/ Life Insurance,46,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,48,No Credits taken/ All Credits Paid,New Car,8358,500 - 1000,<1,1,Female (Div/Sep/Married),none,1,car or other,30,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,24,All Credits Paid (this bank),Furniture/Equipment,3349,500 - 1000,<1,4,Male (Single),none,4,Unknown/ No property,30,none,For Free,1,SkilledEmployee/Official,2,Yes,Yes,Bad
No Checking Account,12,Existing Credits Paid Back,New Car,2859,Unknown/ No Saving Ac,unemployed,4,Male (Single),none,4,Unknown/ No property,38,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,18,Existing Credits Paid Back,Furniture/Equipment,1533,<100,<1,4,Male (Married/Widowed),co-applicant,1,Society Saving/ Life Insurance,43,none,Own,1,Unskilled Resident,2,None,Yes,Bad
No Checking Account,24,Existing Credits Paid Back,Radio/TV,3621,100 - 500,>=7,2,Male (Single),none,4,car or other,31,none,Own,2,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,18,Critical Account/Other Credit Existing(Not this bank),Business,3590,<100,unemployed,3,Male (Married/Widowed),none,3,car or other,40,none,Own,3,UnEmp - NR,2,Yes,Yes,Good
< 0 DM,36,Delay in Payment in past,Business,2145,<100,4 to 7,2,Male (Single),none,1,car or other,24,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Bad
0 - 20 DM,24,Existing Credits Paid Back,Used Car,4113,500 - 1000,<1,3,Female (Div/Sep/Married),none,4,car or other,28,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,36,Existing Credits Paid Back,Furniture/Equipment,10974,<100,unemployed,4,Female (Div/Sep/Married),none,2,car or other,26,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
< 0 DM,12,Existing Credits Paid Back,New Car,1893,<100,1 to 4,4,Female (Div/Sep/Married),guarantor,4,Society Saving/ Life Insurance,29,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,24,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1231,>=1000,>=7,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,57,none,Rent,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
>= 200 DM,30,Critical Account/Other Credit Existing(Not this bank),Radio/TV,3656,Unknown/ No Saving Ac,>=7,4,Male (Single),none,4,Society Saving/ Life Insurance,49,Stores,Own,2,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,9,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1154,<100,>=7,2,Male (Single),none,4,Real Estate,37,none,Own,3,Unskilled Resident,1,None,Yes,Good
< 0 DM,28,Existing Credits Paid Back,New Car,4006,<100,1 to 4,3,Male (Single),none,2,car or other,45,none,Own,1,Unskilled Resident,1,None,Yes,Bad
0 - 20 DM,24,Existing Credits Paid Back,Furniture/Equipment,3069,100 - 500,>=7,4,Male (Single),none,4,Unknown/ No property,30,none,For Free,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,6,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1740,<100,>=7,2,Male (Married/Widowed),none,2,Real Estate,30,none,Rent,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,21,Delay in Payment in past,New Car,2353,<100,1 to 4,1,Male (Div/Sep/Married),none,4,Society Saving/ Life Insurance,47,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,15,Existing Credits Paid Back,New Car,3556,Unknown/ No Saving Ac,1 to 4,3,Male (Single),none,2,Unknown/ No property,29,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Existing Credits Paid Back,Radio/TV,2397,500 - 1000,>=7,3,Male (Single),none,2,car or other,35,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Bad
0 - 20 DM,6,Existing Credits Paid Back,Repairs,454,<100,<1,3,Male (Married/Widowed),none,1,Society Saving/ Life Insurance,22,none,Own,1,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,30,Existing Credits Paid Back,Radio/TV,1715,Unknown/ No Saving Ac,1 to 4,4,Female (Div/Sep/Married),none,1,car or other,26,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,27,Critical Account/Other Credit Existing(Not this bank),Radio/TV,2520,500 - 1000,1 to 4,4,Male (Single),none,2,Society Saving/ Life Insurance,23,none,Own,2,Unskilled Resident,1,None,Yes,Bad
No Checking Account,15,Existing Credits Paid Back,Radio/TV,3568,<100,>=7,4,Female (Div/Sep/Married),none,2,car or other,54,Bank,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,42,Existing Credits Paid Back,Radio/TV,7166,Unknown/ No Saving Ac,4 to 7,2,Male (Married/Widowed),none,4,Society Saving/ Life Insurance,29,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,11,Critical Account/Other Credit Existing(Not this bank),New Car,3939,<100,1 to 4,1,Male (Single),none,2,Real Estate,40,none,Own,2,Unskilled Resident,2,None,Yes,Good
0 - 20 DM,15,Existing Credits Paid Back,Repairs,1514,100 - 500,1 to 4,4,Male (Single),guarantor,2,Real Estate,22,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Existing Credits Paid Back,New Car,7393,<100,1 to 4,1,Male (Single),none,4,Society Saving/ Life Insurance,43,none,Own,1,Unskilled Resident,2,None,Yes,Good
< 0 DM,24,All Credits Paid (this bank),New Car,1193,<100,unemployed,1,Female (Div/Sep/Married),co-applicant,4,Unknown/ No property,29,none,Rent,2,UnEmp - NR,1,None,Yes,Bad
< 0 DM,60,Existing Credits Paid Back,Business,7297,<100,>=7,4,Male (Single),co-applicant,4,Unknown/ No property,36,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,30,Critical Account/Other Credit Existing(Not this bank),Radio/TV,2831,<100,1 to 4,4,Female (Div/Sep/Married),none,2,car or other,33,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
>= 200 DM,24,Existing Credits Paid Back,Radio/TV,1258,500 - 1000,1 to 4,3,Female (Div/Sep/Married),none,3,car or other,57,none,Own,1,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,6,Existing Credits Paid Back,Radio/TV,753,<100,1 to 4,2,Female (Div/Sep/Married),guarantor,3,Real Estate,64,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,18,Delay in Payment in past,Business,2427,Unknown/ No Saving Ac,>=7,4,Male (Single),none,2,Society Saving/ Life Insurance,42,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Delay in Payment in past,New Car,2538,<100,>=7,4,Male (Single),none,4,car or other,47,none,Own,2,Unskilled Resident,2,None,Yes,Bad
0 - 20 DM,15,All Credits Paid (this bank),New Car,1264,100 - 500,1 to 4,2,Male (Married/Widowed),none,2,Society Saving/ Life Insurance,25,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,30,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,8386,<100,4 to 7,2,Male (Single),none,2,Society Saving/ Life Insurance,49,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,48,Existing Credits Paid Back,Business,4844,<100,unemployed,3,Male (Single),none,2,car or other,33,Bank,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
>= 200 DM,21,Existing Credits Paid Back,New Car,2923,100 - 500,1 to 4,1,Female (Div/Sep/Married),none,1,car or other,28,Bank,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,36,Existing Credits Paid Back,Used Car,8229,<100,1 to 4,2,Male (Single),none,2,Society Saving/ Life Insurance,26,none,Own,1,SkilledEmployee/Official,2,None,Yes,Bad
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,2028,<100,4 to 7,2,Male (Single),none,2,Society Saving/ Life Insurance,30,none,Own,2,Unskilled Resident,1,None,Yes,Good
< 0 DM,15,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,1433,<100,1 to 4,4,Female (Div/Sep/Married),none,3,Society Saving/ Life Insurance,25,none,Rent,2,SkilledEmployee/Official,1,None,Yes,Good
>= 200 DM,42,No Credits taken/ All Credits Paid,Business,6289,<100,<1,2,Male (Div/Sep/Married),none,1,Society Saving/ Life Insurance,33,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,13,Existing Credits Paid Back,Radio/TV,1409,100 - 500,unemployed,2,Female (Div/Sep/Married),none,4,Real Estate,64,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,24,Existing Credits Paid Back,Used Car,6579,<100,unemployed,4,Male (Single),none,2,Unknown/ No property,29,none,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
0 - 20 DM,24,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1743,<100,>=7,4,Male (Single),none,2,Society Saving/ Life Insurance,48,none,Own,2,Unskilled Resident,1,None,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Education,3565,Unknown/ No Saving Ac,<1,2,Male (Single),none,1,Society Saving/ Life Insurance,37,none,Own,2,Unskilled Resident,2,None,Yes,Good
No Checking Account,15,All Credits Paid (this bank),Radio/TV,1569,100 - 500,>=7,4,Male (Single),none,4,car or other,34,Bank,Own,1,Unskilled Resident,2,None,Yes,Good
< 0 DM,18,Existing Credits Paid Back,Radio/TV,1936,Unknown/ No Saving Ac,4 to 7,2,Male (Married/Widowed),none,4,car or other,23,none,Rent,2,Unskilled Resident,1,None,Yes,Good
< 0 DM,36,Existing Credits Paid Back,Furniture/Equipment,3959,<100,unemployed,4,Male (Single),none,3,Society Saving/ Life Insurance,30,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,12,Existing Credits Paid Back,New Car,2390,Unknown/ No Saving Ac,>=7,4,Male (Single),none,3,car or other,50,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Furniture/Equipment,1736,<100,4 to 7,3,Female (Div/Sep/Married),none,4,Real Estate,31,none,Own,1,Unskilled Resident,1,None,Yes,Good
< 0 DM,30,Existing Credits Paid Back,Used Car,3857,<100,1 to 4,4,Male (Div/Sep/Married),none,4,Society Saving/ Life Insurance,40,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Radio/TV,804,<100,>=7,4,Male (Single),none,4,car or other,38,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,45,Existing Credits Paid Back,Radio/TV,1845,<100,1 to 4,4,Male (Single),none,4,Unknown/ No property,23,none,For Free,1,SkilledEmployee/Official,1,Yes,Yes,Bad
0 - 20 DM,45,Critical Account/Other Credit Existing(Not this bank),Used Car,4576,100 - 500,unemployed,3,Male (Single),none,4,car or other,27,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
